year,month,taxa,species_portuguese,species_english,species_sci,production_kg
2003,7,Teleósteos,Peixe-sapo,Anglerfish,Lophius gastrophysus,100548
2003,7,Teleósteos,Pescada,Weakfish,Cynoscion spp.,6780
2003,7,Teleósteos,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,57311
2003,7,Teleósteos,Pescada-bicuda,Pescada-bicuda,NA,120
2003,7,Teleósteos,Pescada-branca,Weakfish,Cynoscion leiarchus,9160
2003,7,Teleósteos,Pescada-cambucu,Weakfish,NA,111
2003,7,Teleósteos,Pescadinha-real,Bangamary,Macrodon ancylodon,54030
2003,7,Teleósteos,Prego,Prego,NA,1157
2003,7,Teleósteos,Robalo,Snook,Centropomus spp.,1060
2003,7,Teleósteos,Sardinha-cascuda,Blackbill sprat,Harengula clupeola,15040
2003,7,Teleósteos,Sardinha-lage,Atlantic thread herring,Opisthonema oglinum,514540
2003,7,Teleósteos,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,1227078
2003,7,Teleósteos,Sargo-de-dente,NA,NA,20
2003,7,Teleósteos,Sarrão,Sarrão,NA,1280
2003,7,Teleósteos,Savelha,Twaite shad,Brevoortia spp.,20
2003,7,Teleósteos,Sororoca,Sororoca,Scomberomorus,1120
2003,7,Teleósteos,Tainha,Mullet,Mugil spp.,14440
2003,7,Teleósteos,Tira-vira,Brazilian flathead,Percophis brasiliensis,15418
2003,7,Teleósteos,Trilha,Argentine goatfish,Mullus argentinae,6935
2003,7,Teleósteos,Xarelete,Black jack,Caranx latus,14000
2003,8,Crustáceos,Camarão-barba-ruça,Shrimp,Artemesia longinaris,31100
2003,8,Crustáceos,Camarão-branco,Camarão-branco,Litopenaeus schimitti,2853
2003,8,Crustáceos,Camarão-cristalino,Shrimp,NA,530
2003,8,Crustáceos,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,23897
2003,8,Crustáceos,Camarão-santana,Shrimp,Pleoticus muelleri,25960
2003,8,Crustáceos,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,28326
2003,8,Crustáceos,Pitú,Pitú,NA,3176
2003,8,Crustáceos,Sapateira,Edible crab,Cancer pagurus,625
2003,8,Elasmobrânquios,Cação-anequim,Shark,NA,9327
2003,8,Elasmobrânquios,Cação-anjo,Shark,NA,28158
2003,8,Elasmobrânquios,Cação-azul,Blue dog,Prionace glauca,52620
2003,8,Elasmobrânquios,Cação-bagre,Cação-bagre,NA,4952
2003,8,Elasmobrânquios,Cação-bico-doce,NA,NA,190
2003,8,Elasmobrânquios,Cação-cabeca-chata,Shark,NA,1267
2003,8,Elasmobrânquios,Cação-cola-fina,Cação-cola-fina,NA,38
2003,8,Elasmobrânquios,Cação-lombo-preto,Cação-lombo-preto,NA,93
2003,8,Elasmobrânquios,Cação-mangona,NA,NA,85976
2003,8,Elasmobrânquios,Cação-martelo,Shark,NA,8759
2003,8,Elasmobrânquios,Cações,Shark,Mustelus spp,11488
2003,8,Elasmobrânquios,Caçonete,Shark,NA,34655
2003,8,Elasmobrânquios,Emplastro,Emplastro,NA,102236
2003,8,Elasmobrânquios,Galha-de-cação,NA,NA,1710
2003,8,Elasmobrânquios,Machote,Spinner Shark,NA,4418
2003,8,Elasmobrânquios,Raia,Ray,NA,33669
2003,8,Elasmobrânquios,Raia-viola,NA,NA,23768
2003,8,Elasmobrânquios,Raposa,Raposa,NA,1070
2003,8,Moluscos,Calamar-argentino,Calamar-argentino,Illex argentinus,448
2003,8,Moluscos,Lula,Squid,Loligo sanpaulensis,1284
2003,8,Moluscos,Polvo,Octopus,Octopus spp.,9776
2003,8,Não Cadastrado,Mistura,Other fish,NA,526421
2003,8,Não Cadastrado,Não discriminado,Não discriminado,NA,1769550
2003,8,Não Cadastrado,Residuo,Residuo,NA,76163
2003,8,Teleósteos,Abrótea,Brazilian codling,Urophycis brasiliensis,95771
2003,8,Teleósteos,Abrótea-de-fundo,Brazilian codling,NA,167740
2003,8,Teleósteos,Agulhão,Atlantic saury,Scomberesox saurus,155
2003,8,Teleósteos,Agulhão-azul,Agulhão-azul,NA,41
2003,8,Teleósteos,Agulhão-branco,Agulhão-branco,Tetrapturus albidus,129
2003,8,Teleósteos,Agulhão-vela,NA,NA,171
2003,8,Teleósteos,Albacora-bandolim,Albacore,Thunnus obesus,5954
2003,8,Teleósteos,Albacora-branca,Albacora-branca,Thunnus alalunga,21797
2003,8,Teleósteos,Albacora-lage,Albacore,Thunnus albacares,60986
2003,8,Teleósteos,Albacorinha,Albacore,Thunnus atlanticus,200
2003,8,Teleósteos,Atum,Blow goat,Auxis rochei,9012
2003,8,Teleósteos,Bagre,Couma sea catfish,Sciades couma,9333
2003,8,Teleósteos,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,3095
2003,8,Teleósteos,Betara,Carolina Whiting,Menticirrhus spp.,19468
2003,8,Teleósteos,Bonito-cachorro,Bonito,Auxis thazard,40591
2003,8,Teleósteos,Bonito-listrado,Skipjack tuna,Katsuwonus pelamis,1047755
2003,8,Teleósteos,Borriquete,Borriquete,NA,100
2003,8,Teleósteos,Cabra,East Atlantic Red Gurnard,Prionotus spp.,212425
2003,8,Teleósteos,Cangoá,Cangoá,NA,2280
2003,8,Teleósteos,Carapau,Jack mackerel,Trachurus lathami,9319
2003,8,Teleósteos,Castanha,Argentine croaker,Umbrina canosai,630669
2003,8,Teleósteos,Cavala,Chub mackerel,Scomberomorus cavalla,30
2003,8,Teleósteos,Cavalinha,American mackerel,Scomber japonicus,4259
2003,8,Teleósteos,Cherne,Grouper,NA,10250
2003,8,Teleósteos,Cherne-poveiro,Atlantic wreckfish,Polyprion americanus,120
2003,8,Teleósteos,Cioba,Dog Snapper,Lutjanus analis,230
2003,8,Teleósteos,Congro,Argentine Conger,Conger spp.,1160
2003,8,Teleósteos,Congro-rosa,Australian Rockling,Genypterus brasiliensis,15089
2003,8,Teleósteos,Corcoroca,Grey Grunt,Haemulon spp.,8335
2003,8,Teleósteos,Corvina,Croaker,Micropogonias furnieri,2402601
2003,8,Teleósteos,Dourado,Common dolphifish,Coryphaena hippurus,988
2003,8,Teleósteos,Enchova,Ancho,Pomatomus saltatrix,7444
2003,8,Teleósteos,Enguia,Common Eel,Conger orbignyanus,6587
2003,8,Teleósteos,Espada,Broadbill,Xiphias gladius,5375
2003,8,Teleósteos,Galo,American John Dory,Zenopsis conchifer,11210
2003,8,Teleósteos,Galo-de-profundidade,American John Dory,Zenopsis conchifer,5700
2003,8,Teleósteos,Garoupa,Deady,Epinephelus spp.,20
2003,8,Teleósteos,Goete,Jamaica weakfish,Cynoscion jamaicensis,11394
2003,8,Teleósteos,Gordinho,Angelfish,Pomacanthus arcuatus,28084
2003,8,Teleósteos,Guaivira,Jack,Oligoplites spp.,11812
2003,8,Teleósteos,Linguado,Flatfish,Paralichthys spp.,24632
2003,8,Teleósteos,Linguado-areia,Flatfish,NA,86600
2003,8,Teleósteos,Linguado-vermelho,Linguado-vermelho,NA,60
2003,8,Teleósteos,Maria-luiza,Maria-luiza,NA,660
2003,8,Teleósteos,Maria-mole,Maria-mole,Cynoscion guatucupa,327135
2003,8,Teleósteos,Meca,Meca,NA,42545
2003,8,Teleósteos,Merluza,Hake,Merluccius hubbsi,57056
2003,8,Teleósteos,Namorado,Namorado,Pseudopercis spp.,395
2003,8,Teleósteos,Palombeta,Leerfish,Chloroscombrus chrysurus,279821
2003,8,Teleósteos,Pampo,Pampo,Trachinotus spp.,140
2003,8,Teleósteos,Papa-moscas,Papa-moscas,NA,4040
2003,8,Teleósteos,Pargo-rosa,Common sea bream,Pagrus pagrus,8818
2003,8,Teleósteos,Paru,Paru,NA,20
2003,8,Teleósteos,Peixe-porco,Angular roughshark,Oxynotus centrina,154
2003,8,Teleósteos,Peixe-sapo,Anglerfish,Lophius gastrophysus,48966
2003,8,Teleósteos,Pescada,Weakfish,Cynoscion spp.,32616
2003,8,Teleósteos,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,169490
2003,8,Teleósteos,Pescada-branca,Weakfish,Cynoscion leiarchus,830
2003,8,Teleósteos,Pescadinha-real,Bangamary,Macrodon ancylodon,5160
2003,8,Teleósteos,Prego,Prego,NA,2520
2003,8,Teleósteos,Robalo,Snook,Centropomus spp.,120
2003,8,Teleósteos,Sardinha-lage,Atlantic thread herring,Opisthonema oglinum,51728
2003,8,Teleósteos,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,2404192
2003,8,Teleósteos,Sarrão,Sarrão,NA,1340
2003,8,Teleósteos,Sororoca,Sororoca,Scomberomorus,56
2003,8,Teleósteos,Tainha,Mullet,Mugil spp.,250
2003,8,Teleósteos,Tira-vira,Brazilian flathead,Percophis brasiliensis,10414
2003,8,Teleósteos,Trilha,Argentine goatfish,Mullus argentinae,6234
2003,8,Teleósteos,Xarelete,Black jack,Caranx latus,740
2003,8,Teleósteos,Xixarro,Jack mackerel,Trachurus lathami,469206
2003,9,Crustáceos,Camarão-barba-ruça,Shrimp,Artemesia longinaris,443897
2003,9,Crustáceos,Camarão-branco,Camarão-branco,Litopenaeus schimitti,90
2003,9,Crustáceos,Camarão-cristalino,Shrimp,NA,755
2003,9,Crustáceos,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,9178
2003,9,Crustáceos,Camarão-santana,Shrimp,Pleoticus muelleri,182721
2003,9,Crustáceos,Camarão-santana + barba-ruca,Camarão-santana + barba-ruca,NA,16098
2003,9,Crustáceos,Camarão-sete-barbas,Shrimp,Xiphopenaeus kroyeri,4100
2003,9,Crustáceos,Caranguejo-de-profundidade,NA,NA,1512
2003,9,Crustáceos,Pitú,Pitú,NA,3510
2003,9,Crustáceos,Sapateira,Edible crab,Cancer pagurus,190
2003,9,Elasmobrânquios,Cação-anequim,Shark,NA,10004
2003,9,Elasmobrânquios,Cação-anjo,Shark,NA,44773
2003,9,Elasmobrânquios,Cação-azul,Blue dog,Prionace glauca,52444
2003,9,Elasmobrânquios,Cação-bagre,Cação-bagre,NA,2000
2003,9,Elasmobrânquios,Cação-bico-doce,NA,NA,230
2003,9,Elasmobrânquios,Cação-cabeca-chata,Shark,NA,10757
2003,9,Elasmobrânquios,Cação-lombo-preto,Cação-lombo-preto,NA,108
2003,9,Elasmobrânquios,Cação-mangona,NA,NA,13228
2003,9,Elasmobrânquios,Cação-martelo,Shark,NA,24549
2003,9,Elasmobrânquios,Cação-tigre,Shark,NA,27
2003,9,Elasmobrânquios,Cações,Shark,Mustelus spp,16775
2003,9,Elasmobrânquios,Caçonete,Shark,NA,24500
2003,9,Elasmobrânquios,Emplastro,Emplastro,NA,76307
2003,9,Elasmobrânquios,Galha-de-cação,NA,NA,1031
2003,9,Elasmobrânquios,Machote,Spinner Shark,NA,4243
2003,9,Elasmobrânquios,Raia,Ray,NA,23886
2003,9,Elasmobrânquios,Raia-viola,NA,NA,38817
2003,9,Elasmobrânquios,Raposa,Raposa,NA,1355
2003,9,Moluscos,Calamar-argentino,Calamar-argentino,Illex argentinus,86
2003,9,Moluscos,Lula,Squid,Loligo sanpaulensis,1335
2003,9,Moluscos,Polvo,Octopus,Octopus spp.,2870
2003,9,Não Cadastrado,Mistura,Other fish,NA,239151
2003,9,Não Cadastrado,Não discriminado,Não discriminado,NA,1745423
2003,9,Não Cadastrado,Ovas,Ovas,NA,31
2003,9,Não Cadastrado,Residuo,Residuo,NA,106299
2003,9,Teleósteos,Abrótea,Brazilian codling,Urophycis brasiliensis,69589
2003,9,Teleósteos,Abrótea-de-fundo,Brazilian codling,NA,125486
2003,9,Teleósteos,Agulhão-branco,Agulhão-branco,Tetrapturus albidus,553
2003,9,Teleósteos,Agulhão-vela,NA,NA,10
2003,9,Teleósteos,Albacora-bandolim,Albacore,Thunnus obesus,8108
2003,9,Teleósteos,Albacora-branca,Albacora-branca,Thunnus alalunga,8399
2003,9,Teleósteos,Albacora-lage,Albacore,Thunnus albacares,18522
2003,9,Teleósteos,Atum,Blow goat,Auxis rochei,32748
2003,9,Teleósteos,Bagre,Couma sea catfish,Sciades couma,9992
2003,9,Teleósteos,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,1045
2003,9,Teleósteos,Betara,Carolina Whiting,Menticirrhus spp.,13450
2003,9,Teleósteos,Bonito-cachorro,Bonito,Auxis thazard,68807
2003,9,Teleósteos,Bonito-listrado,Skipjack tuna,Katsuwonus pelamis,363408
2003,9,Teleósteos,Borriquete,Borriquete,NA,380
2003,9,Teleósteos,Cabra,East Atlantic Red Gurnard,Prionotus spp.,169280
2003,9,Teleósteos,Carapau,Jack mackerel,Trachurus lathami,7860
2003,9,Teleósteos,Castanha,Argentine croaker,Umbrina canosai,559384
2003,9,Teleósteos,Cavala,Chub mackerel,Scomberomorus cavalla,62
2003,9,Teleósteos,Cavalinha,American mackerel,Scomber japonicus,11980
2003,9,Teleósteos,Cherne,Grouper,NA,1510
2003,9,Teleósteos,Cherne-poveiro,Atlantic wreckfish,Polyprion americanus,4802
2003,9,Teleósteos,Cioba,Dog Snapper,Lutjanus analis,480
2003,9,Teleósteos,Congro,Argentine Conger,Conger spp.,1736
2003,9,Teleósteos,Congro-rosa,Australian Rockling,Genypterus brasiliensis,18291
2003,9,Teleósteos,Corcoroca,Grey Grunt,Haemulon spp.,3834
2003,9,Teleósteos,Corvina,Croaker,Micropogonias furnieri,1678814
2003,9,Teleósteos,Dourado,Common dolphifish,Coryphaena hippurus,688
2003,9,Teleósteos,Enchova,Ancho,Pomatomus saltatrix,16260
2003,9,Teleósteos,Enguia,Common Eel,Conger orbignyanus,2741
2003,9,Teleósteos,Espada,Broadbill,Xiphias gladius,8250
2003,9,Teleósteos,Galo,American John Dory,Zenopsis conchifer,2740
2003,9,Teleósteos,Goete,Jamaica weakfish,Cynoscion jamaicensis,9822
2003,9,Teleósteos,Gordinho,Angelfish,Pomacanthus arcuatus,11123
2003,9,Teleósteos,Guaivira,Jack,Oligoplites spp.,3160
2003,9,Teleósteos,Linguado,Flatfish,Paralichthys spp.,48145
2003,9,Teleósteos,Linguado-areia,Flatfish,NA,55205
2003,9,Teleósteos,Linguado-vermelho,Linguado-vermelho,NA,45
2003,9,Teleósteos,Maria-luiza,Maria-luiza,NA,9140
2003,9,Teleósteos,Maria-mole,Maria-mole,Cynoscion guatucupa,290593
2003,9,Teleósteos,Meca,Meca,NA,34920
2003,9,Teleósteos,Merluza,Hake,Merluccius hubbsi,42431
2003,9,Teleósteos,Namorado,Namorado,Pseudopercis spp.,433
2003,9,Teleósteos,Olhete,Amberjack,Seriola lalandi,30
2003,9,Teleósteos,Palombeta,Leerfish,Chloroscombrus chrysurus,20817
2003,9,Teleósteos,Pampo,Pampo,Trachinotus spp.,20
2003,9,Teleósteos,Pargo-rosa,Common sea bream,Pagrus pagrus,700
2003,9,Teleósteos,Paru,Paru,NA,80
2003,9,Teleósteos,Peixe-lua,Ocean sunfish,Mola mola,19
2003,9,Teleósteos,Peixe-porco,Angular roughshark,Oxynotus centrina,420
2003,9,Teleósteos,Peixe-sapo,Anglerfish,Lophius gastrophysus,39569
2003,9,Teleósteos,Peixe-tábua,Mediterranean dealfish,Trachipterus trachipterus,20
2003,9,Teleósteos,Pescada,Weakfish,Cynoscion spp.,68820
2003,9,Teleósteos,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,192260
2003,9,Teleósteos,Pescada-bicuda,Pescada-bicuda,NA,20
2003,9,Teleósteos,Pescada-branca,Weakfish,Cynoscion leiarchus,4725
2003,9,Teleósteos,Pescadinha-real,Bangamary,Macrodon ancylodon,53405
2003,9,Teleósteos,Prego,Prego,NA,2769
2003,9,Teleósteos,Sardinha-lage,Atlantic thread herring,Opisthonema oglinum,35113
2003,9,Teleósteos,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,2983021
2003,9,Teleósteos,Sarrão,Sarrão,NA,500
2003,9,Teleósteos,Serrinha,Atlantic spanish mackerel,Scomberomorus maculatus,120
2003,9,Teleósteos,Sororoca,Sororoca,Scomberomorus,20
2003,9,Teleósteos,Tira-vira,Brazilian flathead,Percophis brasiliensis,11863
2003,9,Teleósteos,Trilha,Argentine goatfish,Mullus argentinae,954
2003,9,Teleósteos,Xixarro,Jack mackerel,Trachurus lathami,52806
2003,10,Crustáceos,Camarão-barba-ruça,Shrimp,Artemesia longinaris,126010
2003,10,Crustáceos,Camarão-branco,Camarão-branco,Litopenaeus schimitti,653
2003,10,Crustáceos,Camarão-cristalino,Shrimp,NA,4116
2003,10,Crustáceos,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,9596
2003,10,Crustáceos,Camarão-santana,Shrimp,Pleoticus muelleri,153038
2003,10,Crustáceos,Camarão-santana + barba-ruca,Camarão-santana + barba-ruca,NA,155
2003,10,Crustáceos,Caranguejo-de-profundidade,NA,NA,58676
2003,10,Crustáceos,Pitú,Pitú,NA,2095
2003,10,Crustáceos,Sapateira,Edible crab,Cancer pagurus,221
2003,10,Elasmobrânquios,Cação-anequim,Shark,NA,9911
2003,10,Elasmobrânquios,Cação-anjo,Shark,NA,58317
2003,10,Elasmobrânquios,Cação-azul,Blue dog,Prionace glauca,26526
2003,10,Elasmobrânquios,Cação-bagre,Cação-bagre,NA,4329
2003,10,Elasmobrânquios,Cação-cabeca-chata,Shark,NA,5845
2003,10,Elasmobrânquios,Cação-cola-fina,Cação-cola-fina,NA,612
2003,10,Elasmobrânquios,Cação-lombo-preto,Cação-lombo-preto,NA,169
2003,10,Elasmobrânquios,Cação-mangona,NA,NA,13170
2003,10,Elasmobrânquios,Cação-martelo,Shark,NA,29766
2003,10,Elasmobrânquios,Cação-tigre,Shark,NA,116
2003,10,Elasmobrânquios,Cações,Shark,Mustelus spp,22431
2003,10,Elasmobrânquios,Caçonete,Shark,NA,21530
2003,10,Elasmobrânquios,Emplastro,Emplastro,NA,111458
2003,10,Elasmobrânquios,Galha-de-cação,NA,NA,660
2003,10,Elasmobrânquios,Machote,Spinner Shark,NA,1624
2003,10,Elasmobrânquios,Raia,Ray,NA,23577
2003,10,Elasmobrânquios,Raia-viola,NA,NA,27012
2003,10,Elasmobrânquios,Raposa,Raposa,NA,1793
2003,10,Moluscos,Lula,Squid,Loligo sanpaulensis,582
2003,10,Moluscos,Polvo,Octopus,Octopus spp.,1685
2003,10,Não Cadastrado,Mistura,Other fish,NA,276144
2003,10,Não Cadastrado,Não discriminado,Não discriminado,NA,1379728
2003,10,Não Cadastrado,Residuo,Residuo,NA,60146
2003,10,Teleósteos,Abrótea,Brazilian codling,Urophycis brasiliensis,77060
2003,10,Teleósteos,Abrótea-de-fundo,Brazilian codling,NA,70020
2003,10,Teleósteos,Agulhão,Atlantic saury,Scomberesox saurus,1012
2003,10,Teleósteos,Agulhão-branco,Agulhão-branco,Tetrapturus albidus,130
2003,10,Teleósteos,Albacora-bandolim,Albacore,Thunnus obesus,5029
2003,10,Teleósteos,Albacora-branca,Albacora-branca,Thunnus alalunga,14863
2003,10,Teleósteos,Albacora-lage,Albacore,Thunnus albacares,20518
2003,10,Teleósteos,Atum,Blow goat,Auxis rochei,6111
2003,10,Teleósteos,Bagre,Couma sea catfish,Sciades couma,5164
2003,10,Teleósteos,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,2424
2003,10,Teleósteos,Betara,Carolina Whiting,Menticirrhus spp.,16453
2003,10,Teleósteos,Bonito-cachorro,Bonito,Auxis thazard,109370
2003,10,Teleósteos,Bonito-listrado,Skipjack tuna,Katsuwonus pelamis,561190
2003,10,Teleósteos,Borriquete,Borriquete,NA,450
2003,10,Teleósteos,Cabra,East Atlantic Red Gurnard,Prionotus spp.,156657
2003,10,Teleósteos,Carapau,Jack mackerel,Trachurus lathami,4760
2003,10,Teleósteos,Castanha,Argentine croaker,Umbrina canosai,713145
2003,10,Teleósteos,Cavala,Chub mackerel,Scomberomorus cavalla,18
2003,10,Teleósteos,Cavalinha,American mackerel,Scomber japonicus,8620
2003,10,Teleósteos,Cherne,Grouper,NA,2036
2003,10,Teleósteos,Cherne-poveiro,Atlantic wreckfish,Polyprion americanus,13950
2003,10,Teleósteos,Cherne-verdadeiro,Cherne-verdadeiro,NA,23
2003,10,Teleósteos,Congro,Argentine Conger,Conger spp.,612
2003,10,Teleósteos,Congro-rosa,Australian Rockling,Genypterus brasiliensis,7966
2003,10,Teleósteos,Corcoroca,Grey Grunt,Haemulon spp.,4860
2003,10,Teleósteos,Corvina,Croaker,Micropogonias furnieri,1092816
2003,10,Teleósteos,Dourado,Common dolphifish,Coryphaena hippurus,5550
2003,10,Teleósteos,Enchova,Ancho,Pomatomus saltatrix,520
2003,10,Teleósteos,Enguia,Common Eel,Conger orbignyanus,3472
2003,10,Teleósteos,Espada,Broadbill,Xiphias gladius,2910
2003,10,Teleósteos,Galo,American John Dory,Zenopsis conchifer,4205
2003,10,Teleósteos,Garoupa,Deady,Epinephelus spp.,3000
2003,10,Teleósteos,Goete,Jamaica weakfish,Cynoscion jamaicensis,10410
2003,10,Teleósteos,Gordinho,Angelfish,Pomacanthus arcuatus,11028
2003,10,Teleósteos,Guaivira,Jack,Oligoplites spp.,780
2003,10,Teleósteos,Linguado,Flatfish,Paralichthys spp.,124101
2003,10,Teleósteos,Linguado-areia,Flatfish,NA,27340
2003,10,Teleósteos,Linguado-vermelho,Linguado-vermelho,NA,2954
2003,10,Teleósteos,Maria-luiza,Maria-luiza,NA,10060
2003,10,Teleósteos,Maria-mole,Maria-mole,Cynoscion guatucupa,142755
2003,10,Teleósteos,Meca,Meca,NA,20072
2003,10,Teleósteos,Merluza,Hake,Merluccius hubbsi,34020
2003,10,Teleósteos,Miracéu,Stargazer,NA,80
2003,10,Teleósteos,Namorado,Namorado,Pseudopercis spp.,198
2003,10,Teleósteos,Olhete,Amberjack,Seriola lalandi,73
2003,10,Teleósteos,Olho-de-boi,Amberjack,NA,414
2003,10,Teleósteos,Olho-de-cão,Olho-de-cão,Priacanthus spp.,60
2003,10,Teleósteos,Palombeta,Leerfish,Chloroscombrus chrysurus,1160
2003,10,Teleósteos,Pampo,Pampo,Trachinotus spp.,400
2003,10,Teleósteos,Papa-moscas,Papa-moscas,NA,4700
2003,10,Teleósteos,Pargo-rosa,Common sea bream,Pagrus pagrus,34286
2003,10,Teleósteos,Paru,Paru,NA,6100
2003,10,Teleósteos,Peixe-porco,Angular roughshark,Oxynotus centrina,240
2003,10,Teleósteos,Peixe-sapo,Anglerfish,Lophius gastrophysus,67240
2003,10,Teleósteos,Pescada,Weakfish,Cynoscion spp.,39320
2003,10,Teleósteos,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,274740
2003,10,Teleósteos,Pescada-bicuda,Pescada-bicuda,NA,100
2003,10,Teleósteos,Pescada-branca,Weakfish,Cynoscion leiarchus,1610
2003,10,Teleósteos,Pescada-cambucu,Weakfish,NA,20
2003,10,Teleósteos,Pescadinha-real,Bangamary,Macrodon ancylodon,3653
2003,10,Teleósteos,Prego,Prego,NA,1368
2003,10,Teleósteos,Robalo,Snook,Centropomus spp.,360
2003,10,Teleósteos,Sardinha-cascuda,Blackbill sprat,Harengula clupeola,8750
2003,10,Teleósteos,Sardinha-lage,Atlantic thread herring,Opisthonema oglinum,3690
2003,10,Teleósteos,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,1443482
2003,10,Teleósteos,Sargo-de-dente,NA,NA,20
2003,10,Teleósteos,Tira-vira,Brazilian flathead,Percophis brasiliensis,23722
2003,10,Teleósteos,Trilha,Argentine goatfish,Mullus argentinae,1944
2003,10,Teleósteos,Xaréu,Black cavalli,Caranx hippos,40
2003,10,Teleósteos,Xixarro,Jack mackerel,Trachurus lathami,15000
2003,11,Crustáceos,Camarão-barba-ruça,Shrimp,Artemesia longinaris,281676
2003,11,Crustáceos,Camarão-branco,Camarão-branco,Litopenaeus schimitti,79
2003,11,Crustáceos,Camarão-cristalino,Shrimp,NA,3000
2003,11,Crustáceos,Camarão-rosa,Shrimp,Farfantepenaeus paulensis,5241
2003,11,Crustáceos,Camarão-santana,Shrimp,Pleoticus muelleri,157718
2003,11,Crustáceos,Caranguejo-de-profundidade,NA,NA,15647
2003,11,Crustáceos,Pitú,Pitú,NA,500
2003,11,Crustáceos,Sapateira,Edible crab,Cancer pagurus,386
2003,11,Elasmobrânquios,Cação-anequim,Shark,NA,22233
2003,11,Elasmobrânquios,Cação-anjo,Shark,NA,19509
2003,11,Elasmobrânquios,Cação-azul,Blue dog,Prionace glauca,51616
2003,11,Elasmobrânquios,Cação-bagre,Cação-bagre,NA,2584
2003,11,Elasmobrânquios,Cação-cabeca-chata,Shark,NA,4999
2003,11,Elasmobrânquios,Cação-cola-fina,Cação-cola-fina,NA,120
2003,11,Elasmobrânquios,Cação-lombo-preto,Cação-lombo-preto,NA,744
2003,11,Elasmobrânquios,Cação-mangona,NA,NA,2103
2003,11,Elasmobrânquios,Cação-martelo,Shark,NA,48746
2003,11,Elasmobrânquios,Cações,Shark,Mustelus spp,13349
2003,11,Elasmobrânquios,Caçonete,Shark,NA,9431
2003,11,Elasmobrânquios,Emplastro,Emplastro,NA,45680
2003,11,Elasmobrânquios,Galha-de-cação,NA,NA,486
2003,11,Elasmobrânquios,Machote,Spinner Shark,NA,5818
2003,11,Elasmobrânquios,Raia,Ray,NA,4105
2003,11,Elasmobrânquios,Raia-viola,NA,NA,9223
2003,11,Elasmobrânquios,Raposa,Raposa,NA,3644
2003,11,Moluscos,Calamar-argentino,Calamar-argentino,Illex argentinus,5516
2003,11,Moluscos,Lula,Squid,Loligo sanpaulensis,107
2003,11,Moluscos,Polvo,Octopus,Octopus spp.,841
2003,11,Não Cadastrado,Mistura,Other fish,NA,263147
2003,11,Não Cadastrado,Não discriminado,Não discriminado,NA,731637
2003,11,Não Cadastrado,Residuo,Residuo,NA,8967
2003,11,Teleósteos,Abrótea,Brazilian codling,Urophycis brasiliensis,25520
2003,11,Teleósteos,Abrótea-de-fundo,Brazilian codling,NA,126540
2003,11,Teleósteos,Agulhão,Atlantic saury,Scomberesox saurus,2307
2003,11,Teleósteos,Agulhão-azul,Agulhão-azul,NA,854
2003,11,Teleósteos,Agulhão-branco,Agulhão-branco,Tetrapturus albidus,1934
2003,11,Teleósteos,Agulhão-vela,NA,NA,30
2003,11,Teleósteos,Albacora-bandolim,Albacore,Thunnus obesus,10406
2003,11,Teleósteos,Albacora-branca,Albacora-branca,Thunnus alalunga,4442
2003,11,Teleósteos,Albacora-lage,Albacore,Thunnus albacares,62973
2003,11,Teleósteos,Atum,Blow goat,Auxis rochei,624
2003,11,Teleósteos,Bagre,Couma sea catfish,Sciades couma,1040
2003,11,Teleósteos,Batata,Atlantic goldeneye tilefish,Caulolatilus chrysops,19740
2003,11,Teleósteos,Betara,Carolina Whiting,Menticirrhus spp.,18720
2003,11,Teleósteos,Bonito-cachorro,Bonito,Auxis thazard,327315
2003,11,Teleósteos,Bonito-listrado,Skipjack tuna,Katsuwonus pelamis,551090
2003,11,Teleósteos,Borriquete,Borriquete,NA,130
2003,11,Teleósteos,Cabra,East Atlantic Red Gurnard,Prionotus spp.,66884
2003,11,Teleósteos,Carapau,Jack mackerel,Trachurus lathami,13358
2003,11,Teleósteos,Castanha,Argentine croaker,Umbrina canosai,758451
2003,11,Teleósteos,Cavala,Chub mackerel,Scomberomorus cavalla,368
2003,11,Teleósteos,Cavalinha,American mackerel,Scomber japonicus,360
2003,11,Teleósteos,Cherne,Grouper,NA,545
2003,11,Teleósteos,Cherne-poveiro,Atlantic wreckfish,Polyprion americanus,2900
2003,11,Teleósteos,Cherne-verdadeiro,Cherne-verdadeiro,NA,450
2003,11,Teleósteos,Cioba,Dog Snapper,Lutjanus analis,119483
2003,11,Teleósteos,Congro,Argentine Conger,Conger spp.,61
