#,year,month,taxa,species_portuguese,species_english,species_sci,production_kg,value_rs
316,2017,2,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,96,1177
317,2017,2,Peixe Ósseo,Manjuba-chata,anchovy,NA,55,82.5
318,2017,2,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,84,2885
319,2017,2,Peixe Ósseo,Maria-luíza,Croaker,NA,12,120
320,2017,2,Peixe Ósseo,Miraguaia,Miraguaia,NA,47,390
321,2017,2,Peixe Ósseo,Mistura,Mistura,NA,1539.6,3129.85
322,2017,2,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,23,14.15
323,2017,2,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,50,350
324,2017,2,Peixe Ósseo,Pararê,Pararê,NA,161,626
325,2017,2,Peixe Ósseo,Parati,Mullet,NA,1961.8,5740.43
326,2017,2,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,1,0
327,2017,2,Peixe Ósseo,Paru,Paru,NA,1652,17477.1
328,2017,2,Peixe Ósseo,Peixe-voador,Flying fish,Hirundichthys affinis,15,0
329,2017,2,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,683.9,13134.4
330,2017,2,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,938.92,13858.58
331,2017,2,Peixe Ósseo,Pescada-dentão,Weakfish,NA,187.9,1630.4
332,2017,2,Peixe Ósseo,Pescada-foguete,Weakfish,NA,7049.09,52954.54
333,2017,2,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,343.3,2636.8
334,2017,2,Peixe Ósseo,Porco,Porco,NA,461,1432
335,2017,2,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,53,565
336,2017,2,Peixe Ósseo,Robalo,Snook,Centropomus spp.,145.9,2689
337,2017,2,Peixe Ósseo,Robalo-flecha,Snook,NA,424,13411
338,2017,2,Peixe Ósseo,Robalo-peva,Snook,NA,689.4,8980.4
339,2017,2,Peixe Ósseo,Saguá,Saguá,NA,47,149
340,2017,2,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,7500,2250
341,2017,2,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,50,150
342,2017,2,Peixe Ósseo,Sargo,Sargo,NA,66,386
343,2017,2,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,115,829
344,2017,2,Peixe Ósseo,Tainha,Mullet,Mugil spp.,1466,10441.73
345,2017,2,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,69,512
346,2017,2,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,60,0
347,2017,2,,,#N/A,#N/A,0,0
348,2017,3,Crustáceo,Camarão-estuarino,Shrimp,NA,6760.6904,107124.95
349,2017,3,Crustáceo,Camarão-ferrinho,Shrimp,NA,4500,20250
350,2017,3,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,6646.4,195619.13
351,2017,3,Crustáceo,Camarão-santana,Shrimp,Pleoticus muelleri,10275,66787.5
352,2017,3,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,21896.5,235390.5
353,2017,3,Crustáceo,Camarões-rosa,Brown shrimp,NA,186,4162
354,2017,3,Crustáceo,Caranguejo-uçá,Crab,NA,4004.9,25079
355,2017,3,Crustáceo,Chama-maré,Chama-maré,NA,3.47,0
356,2017,3,Crustáceo,Pitú-de-iguape,Crayfish,NA,9.41,3120
357,2017,3,Crustáceo,Siri-azul,Crab,NA,1050.3402,12979.01
358,2017,3,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,22.32,97.5
359,2017,3,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,20200,11110
360,2017,3,Molusco,Mexilhão,Mussel,Perna perna,69.2,507
361,2017,3,Molusco,Mexilhão-do-mangue,Mussel,NA,446,6370
362,2017,3,Molusco,Ostra,Oyster,Crassostrea spp.,4521.545,5014.45
363,2017,3,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,165,3300
364,2017,3,Peixe Cartilaginoso,Cações agrupados,Shark,NA,15,120
365,2017,3,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,6,72
366,2017,3,Peixe Cartilaginoso,Raia-manteiga,Raia-manteiga,NA,20,100
367,2017,3,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,431,2953.5
368,2017,3,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,5,0
369,2017,3,Peixe Ósseo,Acará,Acará,NA,1.5,0
370,2017,3,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,146,595
371,2017,3,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,504,1645
372,2017,3,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,1541,7534.5
373,2017,3,Peixe Ósseo,Baiacú,trunkfish,NA,2229,19690.85
374,2017,3,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,338,903
375,2017,3,Peixe Ósseo,Canhanha,Brim,Archosargus rhomboidalis,10,25
376,2017,3,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,96,253
377,2017,3,Peixe Ósseo,Caratinga,Mojarra,NA,152.5,830
378,2017,3,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,1299,12344
379,2017,3,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,981.1,4480.1
380,2017,3,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,10,80
381,2017,3,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,38,73
382,2017,3,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,232,2160
383,2017,3,Peixe Ósseo,Galo-de-penacho,Atlantic Moonfish,Selene setapinnis,580,5800
384,2017,3,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,212,5300
385,2017,3,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,15,105
386,2017,3,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,1329,6266.98
387,2017,3,Peixe Ósseo,Lambari,Lambari,NA,1,50
388,2017,3,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,150,2745
389,2017,3,Peixe Ósseo,Linguado-areia,Flatfish,NA,3.5,59.5
390,2017,3,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,22,520
391,2017,3,Peixe Ósseo,Miraguaia,Miraguaia,NA,79,544
392,2017,3,Peixe Ósseo,Mistura,Mistura,NA,1953,3738.5
393,2017,3,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,40,20
394,2017,3,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,616,5080
395,2017,3,Peixe Ósseo,Pararê,Pararê,NA,531,2812
396,2017,3,Peixe Ósseo,Parati,Mullet,NA,3460.7,9102
397,2017,3,Peixe Ósseo,Paru,Paru,NA,1022.6,9207
398,2017,3,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,1413.4,27501.27
399,2017,3,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,1158,11588.83
400,2017,3,Peixe Ósseo,Pescada-cambucu,Weakfish,NA,5,50
401,2017,3,Peixe Ósseo,Pescada-dentão,Weakfish,NA,63,534
402,2017,3,Peixe Ósseo,Pescada-foguete,Weakfish,NA,3437,23618
403,2017,3,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,61,458
404,2017,3,Peixe Ósseo,Pirajica,Pirajica,Kyphosus spp.,12,24
405,2017,3,Peixe Ósseo,Porco,Porco,NA,180,560
406,2017,3,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,79,710
407,2017,3,Peixe Ósseo,Robalo,Snook,Centropomus spp.,319.5,4754
408,2017,3,Peixe Ósseo,Robalo-flecha,Snook,NA,130.3,3696
409,2017,3,Peixe Ósseo,Robalo-peva,Snook,NA,603.5,8028
410,2017,3,Peixe Ósseo,Saguá,Saguá,NA,143.5,729
411,2017,3,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,1000,300
412,2017,3,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,50,50
413,2017,3,Peixe Ósseo,Sargo,Sargo,NA,279,4047
414,2017,3,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,110,760
415,2017,3,Peixe Ósseo,Tainha,Mullet,Mugil spp.,3899.4,28038.43
416,2017,3,Peixe Ósseo,Tilápia-do-nilo,Nile tilapia,Oreochromis niloticus,10,100
417,2017,3,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,114,813
418,2017,3,,,#N/A,#N/A,0,0
419,2017,4,Crustáceo,Camarão-estuarino,Shrimp,NA,5550.9568,87482.9
420,2017,4,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,8955.2,222048.07
421,2017,4,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,5180,52841.98
422,2017,4,Crustáceo,Camarões-rosa,Brown shrimp,NA,182,4550
423,2017,4,Crustáceo,Chama-maré,Chama-maré,NA,2066,0
424,2017,4,Crustáceo,Pitú-de-iguape,Crayfish,NA,6965,2315
425,2017,4,Crustáceo,Siri-azul,Crab,NA,1076.5804,12598.85
426,2017,4,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,19600,10780
427,2017,4,Molusco,Mexilhão,Mussel,Perna perna,17,136
428,2017,4,Molusco,Mexilhão-do-mangue,Mussel,NA,350.2,4997
429,2017,4,Molusco,Ostra,Oyster,Crassostrea spp.,17484.03,17395.42
430,2017,4,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,2,24
431,2017,4,Peixe Cartilaginoso,Cações agrupados,Shark,NA,11,142
432,2017,4,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,398,935.17
433,2017,4,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,1,12
434,2017,4,Peixe Ósseo,Acará,Acará,NA,7,6
435,2017,4,Peixe Ósseo,Albacora-branca,Albacora-branca,Thunnus alalunga,12,120
436,2017,4,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,54.5,116
437,2017,4,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,418,1034.33
438,2017,4,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,1853.03,8704.44
439,2017,4,Peixe Ósseo,Baiacú,trunkfish,NA,2009.5,17013.93
440,2017,4,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,217,670.5
441,2017,4,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,127,397
442,2017,4,Peixe Ósseo,Caratinga,Mojarra,NA,500.1,2438.42
443,2017,4,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,1171,11012.71
444,2017,4,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,53,220
445,2017,4,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,579.3,2477.65
446,2017,4,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,490.5,2359.5
447,2017,4,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,26.6,59
448,2017,4,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,46,418
449,2017,4,Peixe Ósseo,Galo-de-penacho,Atlantic Moonfish,Selene setapinnis,6,60
450,2017,4,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,228.5,5644.5
451,2017,4,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,18,108
452,2017,4,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,591,2690.83
453,2017,4,Peixe Ósseo,Lambari,Lambari,NA,1.5,75
454,2017,4,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,163.8,2098.9
455,2017,4,Peixe Ósseo,Manjuba-chata,anchovy,NA,50,100
456,2017,4,Peixe Ósseo,Maria-luíza,Croaker,NA,322,658
457,2017,4,Peixe Ósseo,Miraguaia,Miraguaia,NA,179,1745
458,2017,4,Peixe Ósseo,Mistura,Mistura,NA,2374,5678.54
459,2017,4,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,100,50
460,2017,4,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,237,1660
461,2017,4,Peixe Ósseo,Pararê,Pararê,NA,503,2181
462,2017,4,Peixe Ósseo,Parati,Mullet,NA,3532.7,11737.86
463,2017,4,Peixe Ósseo,Paru,Paru,NA,183,888
464,2017,4,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,1102,16398
465,2017,4,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,1498.7,10893.37
466,2017,4,Peixe Ósseo,Pescada-dentão,Weakfish,NA,54,258
467,2017,4,Peixe Ósseo,Pescada-foguete,Weakfish,NA,4433.4,33451
468,2017,4,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,35,440
469,2017,4,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,400,4021.8
470,2017,4,Peixe Ósseo,Robalo,Snook,Centropomus spp.,223.5,3073.5
471,2017,4,Peixe Ósseo,Robalo-flecha,Snook,NA,92.5,1703
472,2017,4,Peixe Ósseo,Robalo-peva,Snook,NA,550.5,7703
473,2017,4,Peixe Ósseo,Saguá,Saguá,NA,379,2643
474,2017,4,Peixe Ósseo,Salema,Salema,Sarpa salpa,0.7,2.8
475,2017,4,Peixe Ósseo,Sargo,Sargo,NA,52,860
476,2017,4,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,29,262
477,2017,4,Peixe Ósseo,Tainha,Mullet,Mugil spp.,2652.7,20118.4
478,2017,4,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,258.5,2445.5
479,2017,4,,Peixes ósseos,Finfishes nei,Osteichthyes,70,105
480,2017,4,,,#N/A,#N/A,0,0
481,2017,5,Crustáceo,Camarão-estuarino,Shrimp,NA,4040.636,54750.6
482,2017,5,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,3714.4,98253
483,2017,5,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,2160.5,14143.93
484,2017,5,Crustáceo,Camarões-rosa,Brown shrimp,NA,85,2125
485,2017,5,Crustáceo,Chama-maré,Chama-maré,NA,3.53,0
486,2017,5,Crustáceo,Pitú-de-iguape,Crayfish,NA,7.44,2480
487,2017,5,Crustáceo,Siri-azul,Crab,NA,1288.56,16395
488,2017,5,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,92.2,1408
489,2017,5,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,11200,6160
490,2017,5,Molusco,Mexilhão,Mussel,Perna perna,56.6,487.4
491,2017,5,Molusco,Mexilhão-do-mangue,Mussel,NA,259,3341
492,2017,5,Molusco,Ostra,Oyster,Crassostrea spp.,10620.38,17674.65
493,2017,5,Peixe Cartilaginoso,Cação-galha-branca,Cação-galha-branca,NA,5,35
494,2017,5,Peixe Cartilaginoso,Cação-galha-preta,Shark,NA,7,70
495,2017,5,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,30,360
496,2017,5,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,131,1464
497,2017,5,Peixe Cartilaginoso,Raia-manteiga,Raia-manteiga,NA,40,120
498,2017,5,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,178,387
499,2017,5,Peixe Cartilaginoso,Tintureira,Blue shark,Prionace glauca,7,70
500,2017,5,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,227.5,1467
501,2017,5,Peixe Ósseo,Agulhão-vela,Atlantic sailfish,Istiophorus albicans,15,120
502,2017,5,Peixe Ósseo,Albacora-branca,Albacora-branca,Thunnus alalunga,34,204
503,2017,5,Peixe Ósseo,Badejo,Whiting,Mycteroperca spp.,9,108
504,2017,5,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,131,603.5
505,2017,5,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,659,2386
506,2017,5,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,3388.7,14532.56
507,2017,5,Peixe Ósseo,Baiacú,trunkfish,NA,2726.23,22680.34
508,2017,5,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,84,286.92
509,2017,5,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,41,820
510,2017,5,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,72,152
511,2017,5,Peixe Ósseo,Caratinga,Mojarra,NA,232.4,1189
512,2017,5,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,3787,31667
513,2017,5,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,143,552
514,2017,5,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,888.2,4023.48
515,2017,5,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,153,804
516,2017,5,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,1,2.5
517,2017,5,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,10,20
518,2017,5,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,4,12
519,2017,5,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,151,1817
520,2017,5,Peixe Ósseo,Lambari,Lambari,NA,17,850
521,2017,5,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,639.4,9559.1
522,2017,5,Peixe Ósseo,Miraguaia,Miraguaia,NA,653,5227
523,2017,5,Peixe Ósseo,Mistura,Mistura,NA,872,1677.5
524,2017,5,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,10,20
525,2017,5,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,30.7,422.1
526,2017,5,Peixe Ósseo,Pararê,Pararê,NA,158,857
527,2017,5,Peixe Ósseo,Parati,Mullet,NA,2511.1,7022.94
528,2017,5,Peixe Ósseo,Paru,Paru,NA,43,148
529,2017,5,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,404,4135
530,2017,5,Peixe Ósseo,Pescada-banana,Weakfish,NA,2,18
531,2017,5,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,1631.5,11439.53
532,2017,5,Peixe Ósseo,Pescada-dentão,Weakfish,NA,42,213
533,2017,5,Peixe Ósseo,Pescada-foguete,Weakfish,NA,4159.7,28112.2
534,2017,5,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,40,125
535,2017,5,Peixe Ósseo,Porco,Porco,NA,15,0
536,2017,5,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,323.7,3538.4
537,2017,5,Peixe Ósseo,Robalo,Snook,Centropomus spp.,353.1,5188.5
538,2017,5,Peixe Ósseo,Robalo-flecha,Snook,NA,5,85
539,2017,5,Peixe Ósseo,Robalo-peva,Snook,NA,957.5,10876.63
540,2017,5,Peixe Ósseo,Saguá,Saguá,NA,241.5,1287
541,2017,5,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,77,616
542,2017,5,Peixe Ósseo,Sargo,Sargo,NA,1.3,7.8
543,2017,5,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,311,2240
544,2017,5,Peixe Ósseo,Tainha,Mullet,Mugil spp.,4625.3,31851.03
545,2017,5,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,162.6,1177.1
546,2017,5,,,#N/A,#N/A,0,0
547,2017,6,Crustáceo,Camarão-estuarino,Shrimp,NA,906124,23046.42
548,2017,6,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,10083,237605.83
549,2017,6,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,153644.6,903073.29
550,2017,6,Crustáceo,Camarões-rosa,Brown shrimp,NA,74,2260
551,2017,6,Crustáceo,Chama-maré,Chama-maré,NA,2.09,0
552,2017,6,Crustáceo,Pitú-de-iguape,Crayfish,NA,5625,1875
553,2017,6,Crustáceo,Siri-azul,Crab,NA,1621.12,16177.6
554,2017,6,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,22.32,176
555,2017,6,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,3780,2290.2
556,2017,6,Molusco,Lula,Squid,Loligo sanpaulensis,3.8,0
557,2017,6,Molusco,Mexilhão,Mussel,Perna perna,54.2,433.6
558,2017,6,Molusco,Mexilhão-do-mangue,Mussel,NA,142.5,1593
559,2017,6,Molusco,Ostra,Oyster,Crassostrea spp.,16094.375,25491.72
560,2017,6,Peixe Cartilaginoso,Cação-galha-preta,Shark,NA,346,4194
561,2017,6,Peixe Cartilaginoso,Cações agrupados,Shark,NA,22,234
562,2017,6,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,14,168
563,2017,6,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,385.5,889.25
564,2017,6,Peixe Cartilaginoso,Tintureira,Blue shark,Prionace glauca,7.7,81.6
565,2017,6,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,329,3383
566,2017,6,Peixe Ósseo,Acará,Acará,NA,2,6
567,2017,6,Peixe Ósseo,Albacora-branca,Albacora-branca,Thunnus alalunga,15,150
568,2017,6,Peixe Ósseo,Atuns agrupados,Tuna,NA,61,446
569,2017,6,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,10,51
570,2017,6,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,428,1670
571,2017,6,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,3283.1,14040.51
572,2017,6,Peixe Ósseo,Baiacú,trunkfish,NA,2145.1,17671.04
573,2017,6,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,84,303.5
574,2017,6,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,100,169
575,2017,6,Peixe Ósseo,Caratinga,Mojarra,NA,405.9,2617.56
576,2017,6,Peixe Ósseo,Cavala-empinge,Barracuda,Acanthocybium solandri,20,160
577,2017,6,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,24136.4,167278.31
578,2017,6,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,1981.7,9454.56
579,2017,6,Peixe Ósseo,Dourado,Common dolphifish,Coryphaena hippurus,4,32
580,2017,6,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,272,1290
581,2017,6,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,1,2
582,2017,6,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,215,1248
583,2017,6,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,10.5,25
584,2017,6,Peixe Ósseo,Gordinho,Angelfish,Pomacanthus arcuatus,110,355
585,2017,6,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,1093.5,5131.5
586,2017,6,Peixe Ósseo,Lambari,Lambari,NA,25.25,1000
587,2017,6,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,2252.3,35917.22
588,2017,6,Peixe Ósseo,Manjuba-branca,Manjuba-branca,NA,30,210
589,2017,6,Peixe Ósseo,Maria-luíza,Croaker,NA,112,248
590,2017,6,Peixe Ósseo,Miraguaia,Miraguaia,NA,842,7598.5
591,2017,6,Peixe Ósseo,Mistura,Mistura,NA,1894.5,4326.47
592,2017,6,Peixe Ósseo,Nundiá,Nundiá,NA,2.6,0
593,2017,6,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,100,50
594,2017,6,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,30,50
595,2017,6,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,31,154
596,2017,6,Peixe Ósseo,Parambiju,Parambiju,NA,8,80
597,2017,6,Peixe Ósseo,Pararê,Pararê,NA,268,1501
598,2017,6,Peixe Ósseo,Parati,Mullet,NA,2518.4,7536.84
599,2017,6,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,10,100
600,2017,6,Peixe Ósseo,Paru,Paru,NA,25,82
601,2017,6,Peixe Ósseo,Peixe-voador,Flying fish,Hirundichthys affinis,130,395
602,2017,6,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,213.3,3186.97
603,2017,6,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,3070,17388.67
604,2017,6,Peixe Ósseo,Pescada-foguete,Weakfish,NA,4146.4,30591
605,2017,6,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,112,1008
606,2017,6,Peixe Ósseo,Porco,Porco,NA,35,210
607,2017,6,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,78.5,696
608,2017,6,Peixe Ósseo,Robalo,Snook,Centropomus spp.,113.5,1533.5
609,2017,6,Peixe Ósseo,Robalo-flecha,Snook,NA,21,395
610,2017,6,Peixe Ósseo,Robalo-peva,Snook,NA,900.5,11570.18
611,2017,6,Peixe Ósseo,Saguá,Saguá,NA,255.5,1577
612,2017,6,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,69,599
613,2017,6,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,19.5,165
614,2017,6,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,541,3752
615,2017,6,Peixe Ósseo,Tainha,Mullet,Mugil spp.,24033.1,216680.3
616,2017,6,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,8,76
617,2017,6,Peixe Ósseo,Traíra,Traíra,NA,8,64
618,2017,6,Peixe Ósseo,Ubarana,Ubarana,NA,17,102
619,2017,6,Peixe Ósseo,Vermelho,Snapper,Lutjanus spp.,20,80
620,2017,6,,,#N/A,#N/A,0,0
621,2017,7,Crustáceo,Camarão-estuarino,Shrimp,NA,2547088,6806.18
622,2017,7,Crustáceo,Camarão-ferrinho,Shrimp,NA,350,2275
623,2017,7,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,18803.3,466394.43
624,2017,7,Crustáceo,Camarão-listrado,Camarão-listrado,NA,11,165
625,2017,7,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,158065.1,1106429
626,2017,7,Crustáceo,Camarões-rosa,Brown shrimp,NA,59,1695
627,2017,7,Crustáceo,Caranguejo-uçá,Crab,NA,16592,0
628,2017,7,Crustáceo,Pitú-de-iguape,Crayfish,NA,13275,5512.5
629,2017,7,Crustáceo,Siri-azul,Crab,NA,1027.54,16239
630,2017,7,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,6114.5,3362.98
631,2017,7,Molusco,Mexilhão,Mussel,Perna perna,31,248
632,2017,7,Molusco,Mexilhão-do-mangue,Mussel,NA,456,3819.06
633,2017,7,Molusco,Ostra,Oyster,Crassostrea spp.,13640.915,21074.98
634,2017,7,Peixe Cartilaginoso,Cação-anjo,Shark,NA,1208,8806
635,2017,7,Peixe Cartilaginoso,Cação-galha-preta,Shark,NA,24,48
636,2017,7,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,41.1,784.8
637,2017,7,Peixe Cartilaginoso,Cações agrupados,Shark,NA,90,562
638,2017,7,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,369,3308
639,2017,7,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,538.5,1031.75
640,2017,7,Peixe Cartilaginoso,Tintureira,Blue shark,Prionace glauca,16,0
641,2017,7,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,348,3096
642,2017,7,Peixe Ósseo,Acará,Acará,NA,10,0
